"0","Classic Pancakes","""[""""1 1/2 c. all-purpose flour"""""," """"3 1/2 tsp. baking powder"""""," """"1 tsp. salt"," """"1 Tbsp. white sugar"," """"1 1/4 c. milk"""""
"394","Pecans Waffles (64)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/394","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"395","Scrambled Egg Wrap with Cheddar (94)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Scrambled eggs"", ""2 Tbsp. diced mushrooms""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/395","Generated","[""flour tortilla"", ""eggs"", ""cheddar"", ""mushrooms""]"
"396","Poached Eggs with Spinach (77)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/396","Generated","[""eggs"", ""white vinegar"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"397","Fried Eggs with Spinach (72)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding spinach towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/397","Generated","[""eggs"", ""milk"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"398","Blueberry Pineapple Smoothie (74)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen pineapple"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/398","Generated","[""blueberry"", ""pineapple"", ""oat milk""]"
"399","Salty Turkey Sausage (71)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/399","Generated","[""turkey sausage""]"
"400","Loaded White Bread Toast with Honey (95)","[""2 slices white bread"", ""2 Tbsp. honey"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/400","Generated","[""white_bread"", ""honey"", ""berries""]"
"401","Loaded White Bread Toast with Almond Butter (64)","[""2 slices white bread"", ""2 Tbsp. almond butter"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/401","Generated","[""white_bread"", ""almond_butter"", ""honey_drizzle""]"
"402","Salty Sausage Patties (83)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/402","Generated","[""sausage patties""]"
"403","Blueberry Spinach (For Green Smoothie) Smoothie (88)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. yogurt"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/403","Generated","[""blueberry"", ""spinach (for green smoothie)"", ""yogurt"", ""protein powder""]"
"404","Salty Turkey Sausage (34)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/404","Generated","[""turkey sausage""]"
"405","Salty Bacon (41)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/405","Generated","[""bacon""]"
"406","Scrambled Egg Wrap with Swiss (41)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Scrambled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/406","Generated","[""flour tortilla"", ""eggs"", ""Swiss""]"
"407","Salty Canadian Bacon (83)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/407","Generated","[""Canadian bacon""]"
"408","Blueberries Pancakes (62)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. blueberries""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in blueberries."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/408","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""blueberries""]"
"409","Pineapple Mango Smoothie (28)","[""1/2 c. frozen pineapple"", ""1/2 c. frozen mango"", ""1 c. coconut water""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/409","Generated","[""pineapple"", ""mango"", ""coconut water""]"
"410","Fried Egg Wrap with Cheddar (48)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Fried eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/410","Generated","[""flour tortilla"", ""eggs"", ""cheddar""]"
"411","Boiled Eggs with Spinach (65)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Boiled style, adding spinach towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/411","Generated","[""eggs"", ""milk"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"412","Pineapple Mango Smoothie (54)","[""1/2 c. frozen pineapple"", ""1/2 c. frozen mango"", ""1 c. almond milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/412","Generated","[""pineapple"", ""mango"", ""almond milk""]"
"413","Pineapple Mango Smoothie (1)","[""1/2 c. frozen pineapple"", ""1/2 c. frozen mango"", ""1 c. oat milk"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/413","Generated","[""pineapple"", ""mango"", ""oat milk"", ""protein powder""]"
"414","Quick Apple and Almonds Oatmeal (4)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. almonds"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, almonds, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/414","Generated","[""rolled oats"", ""water"", ""apple"", ""almonds"", ""brown sugar""]"
"415","Loaded Whole Wheat Toast with Honey (16)","[""2 slices whole wheat"", ""2 Tbsp. honey"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/415","Generated","[""whole_wheat"", ""honey"", ""cinnamon""]"
"416","Strawberry Spinach (For Green Smoothie) Smoothie (71)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen spinach (for green smoothie)"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/416","Generated","[""strawberry"", ""spinach (for green smoothie)"", ""oat milk""]"
"417","Salty Canadian Bacon (7)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/417","Generated","[""Canadian bacon""]"
"418","Pecans Pancakes (3)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/418","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"419","Strawberry Mango Smoothie (77)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen mango"", ""1 c. oat milk"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/419","Generated","[""strawberry"", ""mango"", ""oat milk"", ""chia seeds""]"
"420","Fried Egg Wrap with Cheddar (97)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced mushrooms""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/420","Generated","[""flour tortilla"", ""eggs"", ""cheddar"", ""mushrooms""]"
"421","Salty Sausage Patties (37)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/421","Generated","[""sausage patties""]"
"422","Chocolate Chips Waffles (75)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/422","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"423","Fried Egg Wrap with Cheddar (26)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced bell peppers""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/423","Generated","[""flour tortilla"", ""eggs"", ""cheddar"", ""bell peppers""]"
"424","Salty Sausage Patties (80)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/424","Generated","[""sausage patties""]"
"425","Spinach (For Green Smoothie) Blueberry Smoothie (89)","[""1/2 c. frozen spinach (for green smoothie)"", ""1/2 c. frozen blueberry"", ""1 c. oat milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/425","Generated","[""spinach (for green smoothie)"", ""blueberry"", ""oat milk""]"
"426","Chocolate Chips Waffles (93)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/426","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"427","Chocolate Chips Pancakes (43)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/427","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"428","Loaded White Bread Toast with Peanut Butter (67)","[""2 slices white bread"", ""2 Tbsp. peanut butter"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/428","Generated","[""white_bread"", ""peanut_butter"", ""honey_drizzle""]"
"429","Chocolate Chips Waffles (40)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/429","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"430","Loaded Sourdough Toast with Jam (1)","[""2 slices sourdough"", ""2 Tbsp. jam"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/430","Generated","[""sourdough"", ""jam"", ""honey_drizzle""]"
"431","Blueberry Pineapple Smoothie (50)","[""1/2 c. frozen blueberry"", ""1/2 c. frozen pineapple"", ""1 c. coconut water"", ""1 Tbsp. chia seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/431","Generated","[""blueberry"", ""pineapple"", ""coconut water"", ""chia seeds""]"
"432","Boiled Egg Wrap with Swiss (57)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded Swiss"", ""1/4 c. Boiled eggs"", ""2 Tbsp. diced tomatoes""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/432","Generated","[""flour tortilla"", ""eggs"", ""Swiss"", ""tomatoes""]"
"433","Loaded White Bread Toast with Peanut Butter (13)","[""2 slices white bread"", ""2 Tbsp. peanut butter"", ""1/4 c. sliced banana""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with sliced banana.""]","www.example-breakfast.com/recipe/433","Generated","[""white_bread"", ""peanut_butter"", ""sliced_banana""]"
"434","Salty Canadian Bacon (81)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/434","Generated","[""Canadian bacon""]"
"435","Poached Egg Wrap with Mozzarella (88)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Poached eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/435","Generated","[""flour tortilla"", ""eggs"", ""mozzarella""]"
"436","Quick Banana and Walnuts Oatmeal (7)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. walnuts"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, walnuts, and honey. Serve warm.""]","www.example-breakfast.com/recipe/436","Generated","[""rolled oats"", ""water"", ""banana"", ""walnuts"", ""honey""]"
"437","Loaded Rye Toast with Jam (42)","[""2 slices rye"", ""2 Tbsp. jam"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/437","Generated","[""rye"", ""jam"", ""berries""]"
"438","Mango Strawberry Smoothie (84)","[""1/2 c. frozen mango"", ""1/2 c. frozen strawberry"", ""1 c. almond milk""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/438","Generated","[""mango"", ""strawberry"", ""almond milk""]"
"439","Fried Egg Wrap with Mozzarella (33)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Fried eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/439","Generated","[""flour tortilla"", ""eggs"", ""mozzarella""]"
"440","Pecans Waffles (76)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/440","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"441","Chocolate Chips Waffles (70)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/441","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"442","Loaded Sourdough Toast with Jam (44)","[""2 slices sourdough"", ""2 Tbsp. jam"", ""1/4 c. honey drizzle""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with honey drizzle.""]","www.example-breakfast.com/recipe/442","Generated","[""sourdough"", ""jam"", ""honey_drizzle""]"
"443","Quick Banana and Walnuts Oatmeal (4)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. walnuts"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, walnuts, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/443","Generated","[""rolled oats"", ""water"", ""banana"", ""walnuts"", ""brown sugar""]"
"444","Fried Eggs with Spinach (97)","[""3 large eggs"", ""1 Tbsp. milk"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Whisk eggs and milk. Melt butter in a skillet."", ""Cook eggs to Fried style, adding spinach towards the end of cooking. Season and serve.""]","www.example-breakfast.com/recipe/444","Generated","[""eggs"", ""milk"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"445","Salty Sausage Patties (4)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/445","Generated","[""sausage patties""]"
"446","Poached Egg Wrap with Mozzarella (36)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Poached eggs"", ""2 Tbsp. diced mushrooms""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/446","Generated","[""flour tortilla"", ""eggs"", ""mozzarella"", ""mushrooms""]"
"447","Salty Bacon (32)","[""1/2 lb. bacon""]","[""Cook bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/447","Generated","[""bacon""]"
"448","Poached Eggs with Spinach (93)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. spinach"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/448","Generated","[""eggs"", ""white vinegar"", ""spinach"", ""butter"", ""salt"", ""pepper""]"
"449","Mango Blueberry Smoothie (37)","[""1/2 c. frozen mango"", ""1/2 c. frozen blueberry"", ""1 c. oat milk"", ""1 Tbsp. flax seeds""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/449","Generated","[""mango"", ""blueberry"", ""oat milk"", ""flax seeds""]"
"450","Fried Egg Wrap with Mozzarella (29)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced onions""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/450","Generated","[""flour tortilla"", ""eggs"", ""mozzarella"", ""onions""]"
"451","Loaded Rye Toast with Almond Butter (44)","[""2 slices rye"", ""2 Tbsp. almond butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/451","Generated","[""rye"", ""almond_butter"", ""berries""]"
"452","Loaded Whole Wheat Toast with Honey (56)","[""2 slices whole wheat"", ""2 Tbsp. honey"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread honey generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/452","Generated","[""whole_wheat"", ""honey"", ""cinnamon""]"
"453","Salty Canadian Bacon (63)","[""1/2 lb. Canadian bacon""]","[""Cook Canadian bacon in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/453","Generated","[""Canadian bacon""]"
"454","Quick Banana and Chia Seeds Oatmeal (27)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. banana"", ""1 Tbsp. chia seeds"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in banana, chia seeds, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/454","Generated","[""rolled oats"", ""water"", ""banana"", ""chia seeds"", ""maple syrup""]"
"455","Loaded Sourdough Toast with Almond Butter (48)","[""2 slices sourdough"", ""2 Tbsp. almond butter"", ""1/4 c. cinnamon""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with cinnamon.""]","www.example-breakfast.com/recipe/455","Generated","[""sourdough"", ""almond_butter"", ""cinnamon""]"
"456","Boiled Egg Wrap with Mozzarella (31)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded mozzarella"", ""1/4 c. Boiled eggs""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/456","Generated","[""flour tortilla"", ""eggs"", ""mozzarella""]"
"457","Loaded Whole Wheat Toast with Almond Butter (28)","[""2 slices whole wheat"", ""2 Tbsp. almond butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread almond butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/457","Generated","[""whole_wheat"", ""almond_butter"", ""berries""]"
"458","Salty Turkey Sausage (41)","[""1/2 lb. turkey sausage""]","[""Cook turkey sausage in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/458","Generated","[""turkey sausage""]"
"459","Quick Raspberries and Walnuts Oatmeal (2)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. raspberries"", ""1 Tbsp. walnuts"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in raspberries, walnuts, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/459","Generated","[""rolled oats"", ""water"", ""raspberries"", ""walnuts"", ""maple syrup""]"
"460","Quick Blueberries and Walnuts Oatmeal (85)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. blueberries"", ""1 Tbsp. walnuts"", ""1 Tbsp. brown sugar""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in blueberries, walnuts, and brown sugar. Serve warm.""]","www.example-breakfast.com/recipe/460","Generated","[""rolled oats"", ""water"", ""blueberries"", ""walnuts"", ""brown sugar""]"
"461","Strawberry Pineapple Smoothie (54)","[""1/2 c. frozen strawberry"", ""1/2 c. frozen pineapple"", ""1 c. yogurt"", ""1 Tbsp. protein powder""]","[""Combine all ingredients in a blender."", ""Blend until smooth. Serve immediately.""]","www.example-breakfast.com/recipe/461","Generated","[""strawberry"", ""pineapple"", ""yogurt"", ""protein powder""]"
"462","Fried Egg Wrap with Cheddar (10)","[""1 large flour tortilla"", ""2 eggs"", ""1/4 c. shredded cheddar"", ""1/4 c. Fried eggs"", ""2 Tbsp. diced onions""]","[""Warm tortilla. Scramble eggs. Layer eggs, cheese, and vegetables (if using) on tortilla."", ""Fold and enjoy.""]","www.example-breakfast.com/recipe/462","Generated","[""flour tortilla"", ""eggs"", ""cheddar"", ""onions""]"
"463","Poached Eggs with Ham (9)","[""3 large eggs"", ""1 Tbsp. white vinegar"", ""1/4 c. ham"", ""1/2 Tbsp. butter"", ""salt and pepper to taste""]","[""Bring a pot of water to a simmer. Add vinegar. Gently crack eggs into water and poach for 3-4 minutes."", ""Remove with a slotted spoon. Season and serve.""]","www.example-breakfast.com/recipe/463","Generated","[""eggs"", ""white vinegar"", ""ham"", ""butter"", ""salt"", ""pepper""]"
"464","Quick Apple and Almonds Oatmeal (74)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. apple"", ""1 Tbsp. almonds"", ""1 Tbsp. honey""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in apple, almonds, and honey. Serve warm.""]","www.example-breakfast.com/recipe/464","Generated","[""rolled oats"", ""water"", ""apple"", ""almonds"", ""honey""]"
"465","Chocolate Chips Pancakes (25)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. chocolate chips""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in chocolate chips."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/465","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""chocolate chips""]"
"466","Pecans Pancakes (4)","[""1 1/2 c. all-purpose flour"", ""1 egg"", ""1 c. milk"", ""2 tsp. baking powder"", ""1/2 c. pecans""]","[""Mix dry ingredients, then add wet ingredients and stir until just combined."", ""Gently fold in pecans."", ""Cook on a griddle/waffle iron until golden brown.""]","www.example-breakfast.com/recipe/466","Generated","[""flour"", ""egg"", ""milk"", ""baking powder"", ""pecans""]"
"467","Salty Sausage Patties (76)","[""1/2 lb. sausage patties""]","[""Cook sausage patties in a skillet over medium heat until desired crispness."", ""Drain excess fat and serve.""]","www.example-breakfast.com/recipe/467","Generated","[""sausage patties""]"
"468","Loaded Rye Toast with Peanut Butter (59)","[""2 slices rye"", ""2 Tbsp. peanut butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/468","Generated","[""rye"", ""peanut_butter"", ""berries""]"
"469","Quick Blueberries and Chia Seeds Oatmeal (47)","[""1/2 c. rolled oats"", ""1 c. water"", ""1/4 c. blueberries"", ""1 Tbsp. chia seeds"", ""1 Tbsp. maple syrup""]","[""Combine oats and water in a microwave-safe bowl. Microwave for 1-2 minutes until cooked."", ""Stir in blueberries, chia seeds, and maple syrup. Serve warm.""]","www.example-breakfast.com/recipe/469","Generated","[""rolled oats"", ""water"", ""blueberries"", ""chia seeds"", ""maple syrup""]"
"470","Loaded Whole Wheat Toast with Peanut Butter (19)","[""2 slices whole wheat"", ""2 Tbsp. peanut butter"", ""1/4 c. berries""]","[""Toast bread slices."", ""Spread peanut butter generously on toast."", ""Top with berries.""]","www.example-breakfast.com/recipe/470","Generated","[""whole_wheat"", ""peanut_butter"", ""berries""]"
"471","Loaded Sourdough Toast with Jam (77)","[""2 slices sourdough"", ""2 Tbsp. jam"", ""1/4 c. sliced banana""]","[""Toast bread slices."", ""Spread jam generously on toast."", ""Top with sliced banana.""]","www.example-breakfast.com/recipe/471","Generated","[""sourdough"", ""jam"", ""sliced_banana""]"
